"","time","temp","tga","dta","dta_model",""
"829",828,154.02,20.85,-8.68,-7.24567,-1.43433
"830",829,154.09,20.85,-8.69,-7.38084000000001,-1.30915999999999
"831",830,154.4,20.85,-8.69,-7.18745000000002,-1.50254999999998
"832",831,154.46,20.85,-8.69,-7.33631,-1.35369
"833",832,154.62,20.85,-8.7,-7.34827000000002,-1.35172999999998
"834",833,154.84,20.85,-8.7,-7.27809,-1.42191
"835",834,154.87,20.85,-8.7,-7.46802,-1.23198
"836",835,155.17,20.85,-8.71,-7.28832000000006,-1.42167999999994
"837",836,155.27,20.85,-8.71,-7.38242,-1.32758
"838",837,155.39,20.85,-8.71,-7.44914000000004,-1.26085999999997
"839",838,155.66,20.84,-8.72,-7.28238000000002,-1.43761999999998
"840",839,155.68,20.84,-8.72,-7.486,-1.234
"841",840,155.9,20.84,-8.72,-7.41582000000003,-1.30417999999997
"842",841,156.04,20.84,-8.73,-7.45516000000004,-1.27483999999996
"843",842,156.19,20.84,-8.73,-7.48081000000003,-1.24918999999997
"844",843,156.55,20.84,-8.74,-7.21896999999999,-1.52103000000001
"845",844,156.66,20.84,-8.75,-7.29938000000002,-1.45061999999998
"846",845,156.91,20.84,-8.75,-7.18813000000004,-1.56186999999996
"847",846,157.09,20.84,-8.76,-7.17271000000003,-1.58728999999997
"848",847,157.18,20.84,-8.76,-7.2805,-1.4795
"849",848,157.5,20.84,-8.77,-7.07342000000001,-1.69657999999999
"850",849,157.59,20.84,-8.78,-7.18121,-1.59879
"851",850,157.8,20.84,-8.78,-7.12472,-1.65528
"852",851,158.03,20.84,-8.79,-7.04085000000001,-1.74914999999999
"853",852,158.07,20.84,-8.79,-7.21709000000002,-1.57290999999998
"854",853,158.38,20.84,-8.8,-7.02370000000003,-1.77629999999997
"855",854,158.45,20.84,-8.8,-7.15887000000001,-1.64112999999999
"856",855,158.63,20.84,-8.81,-7.14345000000001,-1.66654999999999
"857",856,158.85,20.84,-8.82,-7.07327000000004,-1.74672999999996
"858",857,158.83,20.84,-8.82,-7.33165,-1.48835
"859",858,159.11,20.84,-8.83,-7.17933,-1.65067
"860",859,159.2,20.83,-8.83,-7.25899000000002,-1.57100999999998
"861",860,159.34,20.83,-8.84,-7.29833,-1.54167
"862",861,159.62,20.83,-8.84,-7.14601000000003,-1.69398999999997
"863",862,159.68,20.83,-8.85,-7.29487000000001,-1.55512999999999
"864",863,159.93,20.83,-8.86,-7.18362,-1.67638
"865",864,160.06,20.83,-8.86,-7.23665,-1.62335
"866",865,160.17,20.83,-8.87,-7.31706,-1.55293999999999
"867",866,160.45,20.83,-8.87,-7.16474000000003,-1.70525999999997
"868",867,160.5,20.83,-8.88,-7.32729000000001,-1.55270999999999
"869",868,160.71,20.83,-8.89,-7.27080000000002,-1.61919999999999
"870",869,160.84,20.83,-8.89,-7.32382999999999,-1.56617000000001
"871",870,160.88,20.83,-8.9,-7.50007,-1.39993
"872",871,161.18,20.83,-8.9,-7.32037,-1.57963
"873",872,161.24,20.83,-8.91,-7.46923000000002,-1.44076999999998
"874",873,161.48,20.83,-8.91,-7.37167000000003,-1.53832999999997
"875",874,161.79,20.83,-8.91,-7.17828000000001,-1.73171999999999
"876",875,161.9,20.83,-8.92,-7.25869000000001,-1.66130999999999
"877",876,162.19,20.83,-8.92,-7.09268000000004,-1.82731999999996
"878",877,162.29,20.83,-8.93,-7.18678000000003,-1.74321999999997
"879",878,162.46,20.83,-8.93,-7.18505,-1.74495
"880",879,162.72,20.83,-8.94,-7.06011000000002,-1.87988999999998
"881",880,162.79,20.83,-8.94,-7.19528,-1.74472
"882",881,163.09,20.83,-8.94,-7.01558000000001,-1.92441999999999
"883",882,163.19,20.83,-8.95,-7.10968000000003,-1.84031999999997
"884",883,163.29,20.83,-8.95,-7.20378000000003,-1.74621999999997
"885",884,163.55,20.83,-8.96,-7.07883999999999,-1.88116000000001
"886",885,163.63,20.82,-8.96,-7.17219000000002,-1.78780999999998
"887",886,163.89,20.82,-8.97,-7.04725000000004,-1.92274999999996
"888",887,164.01,20.82,-8.97,-7.11397000000004,-1.85602999999996
"889",888,164.05,20.82,-8.98,-7.29021000000002,-1.68978999999998
"890",889,164.33,20.82,-8.98,-7.13788999999999,-1.84211000000001
"891",890,164.38,20.82,-8.99,-7.30044000000003,-1.68955999999997
"892",891,164.61,20.82,-9,-7.21656999999998,-1.78343000000002
"893",892,164.8,20.82,-9,-7.18746000000001,-1.81253999999999
"894",893,164.85,20.82,-9.01,-7.35001000000005,-1.65998999999995
"895",894,165.15,20.82,-9.01,-7.17031000000002,-1.83968999999998
"896",895,165.2,20.82,-9.02,-7.33286000000003,-1.68713999999997
"897",896,165.38,20.82,-9.02,-7.31744000000003,-1.70255999999997
"898",897,165.61,20.82,-9.02,-7.23357000000001,-1.78642999999999
"899",898,165.65,20.82,-9.03,-7.40981000000001,-1.62018999999998
"900",899,165.95,20.82,-9.03,-7.23011000000005,-1.79988999999995
"901",900,165.98,20.82,-9.04,-7.42004000000002,-1.61995999999998
"902",901,166.11,20.82,-9.04,-7.47307,-1.56693
"903",902,166.33,20.81,-9.04,-7.37476,-1.66524
"904",903,166.4,20.81,-9.05,-7.50993000000002,-1.54006999999998
"905",904,166.78,20.81,-9.05,-7.22071000000002,-1.82928999999998
"906",905,166.94,20.81,-9.05,-7.23267000000001,-1.81732999999999
"907",906,167.1,20.81,-9.06,-7.24463000000002,-1.81536999999998
"908",907,167.38,20.81,-9.06,-7.09231000000002,-1.96768999999998
"909",908,167.44,20.81,-9.06,-7.24117000000003,-1.81882999999997
"910",909,167.71,20.81,-9.07,-7.10254,-1.96746
"911",910,167.88,20.81,-9.07,-7.10081000000002,-1.96918999999998
"912",911,168,20.81,-9.08,-7.16753000000002,-1.91246999999998
"913",912,168.27,20.81,-9.08,-7.02889999999999,-2.05110000000001
"914",913,168.34,20.81,-9.08,-7.16407000000003,-1.91592999999997
"915",914,168.54,20.81,-9.09,-7.12127000000003,-1.96872999999997
"916",915,168.71,20.81,-9.09,-7.11953999999999,-1.97046000000001
"917",916,168.82,20.81,-9.09,-7.19995000000002,-1.89004999999998
"918",917,169.08,20.81,-9.1,-7.07500999999998,-2.02499000000001
"919",918,169.09,20.81,-9.1,-7.29232000000004,-1.80767999999996
"920",919,169.25,20.81,-9.1,-7.30428000000003,-1.79571999999997
"921",920,169.47,20.8,-9.11,-7.20597000000004,-1.90402999999996
"922",921,169.52,20.8,-9.11,-7.36851999999999,-1.74148000000001
"923",922,169.84,20.8,-9.12,-7.16144,-1.95856
"924",923,169.93,20.8,-9.12,-7.26923000000002,-1.85076999999998
"925",924,170.05,20.8,-9.12,-7.33595000000003,-1.78404999999997
"926",925,170.27,20.8,-9.12,-7.26577,-1.85423
"927",926,170.33,20.8,-9.13,-7.41462999999999,-1.71537000000001
"928",927,170.6,20.8,-9.13,-7.27600000000001,-1.85399999999999
"929",928,170.71,20.8,-9.13,-7.35641000000001,-1.77358999999999
"930",929,170.83,20.8,-9.13,-7.42313000000001,-1.70686999999999
"931",930,171.06,20.8,-9.13,-7.33926000000002,-1.79073999999998
"932",931,171.08,20.8,-9.14,-7.54288,-1.59712
"933",932,171.32,20.8,-9.14,-7.44532000000001,-1.69467999999999
"934",933,171.45,20.8,-9.15,-7.49835000000002,-1.65164999999998
"935",934,171.61,20.8,-9.15,-7.51031,-1.63969
"936",935,171.98,20.8,-9.16,-7.23478000000003,-1.92521999999997
"937",936,172.09,20.8,-9.17,-7.31519000000003,-1.85480999999997
"938",937,172.31,20.8,-9.18,-7.24501000000001,-1.93498999999999
"939",938,172.5,20.8,-9.19,-7.2159,-1.97409999999999
"940",939,172.6,20.8,-9.2,-7.31000000000003,-1.88999999999997
"941",940,172.93,20.8,-9.21,-7.08923000000001,-2.12076999999999
"942",941,173.01,20.79,-9.22,-7.18258000000003,-2.03741999999997
"943",942,173.19,20.79,-9.22,-7.16716000000002,-2.05283999999998
"944",943,173.41,20.79,-9.23,-7.09698,-2.13302
"945",944,173.45,20.79,-9.23,-7.27322000000004,-1.95677999999996
"946",945,173.75,20.79,-9.23,-7.09352000000001,-2.13647999999999
"947",946,173.85,20.79,-9.24,-7.18762000000004,-2.05237999999996
"948",947,174.01,20.79,-9.24,-7.19958000000003,-2.04041999999997
"949",948,174.21,20.79,-9.24,-7.15678,-2.08322
"950",949,174.21,20.79,-9.25,-7.38778000000002,-1.86221999999998
"951",950,174.46,20.79,-9.25,-7.27653000000001,-1.97346999999999
"952",951,174.58,20.79,-9.26,-7.34325000000001,-1.91674999999999
"953",952,174.7,20.79,-9.26,-7.40997000000002,-1.85002999999998
"954",953,174.96,20.78,-9.27,-7.25690000000002,-2.01309999999998
"955",954,175.02,20.78,-9.28,-7.40576000000003,-1.87423999999997
"956",955,175.26,20.78,-9.28,-7.30820000000004,-1.97179999999996
"957",956,175.4,20.78,-9.29,-7.34754000000002,-1.94245999999998
"958",957,175.48,20.78,-9.29,-7.46902000000004,-1.82097999999996
"959",958,175.79,20.78,-9.29,-7.27563000000002,-2.01436999999998
"960",959,175.85,20.78,-9.3,-7.42449000000003,-1.87550999999997
"961",960,176.01,20.78,-9.3,-7.43645000000005,-1.86354999999995
